Reputation,LuFid,EinheitlicheID,Exz_gefoerdert_FJ,Profs,Mitarbeiter,Drittmitteleinnahmen,Grundmittel,DiplBaMa,StudierendeGesamt,Zitationen,Publikationen,DM_DFG_Mittel,FoerderungPhase1
0,48,57,0,2.8,14.2,.5855633921184192,.7900016179558461,247.39999,.2474,.028000001,.0038000001,35.51963860397759,0
0,49,57,0,3,25.799999,.6301115649969841,2.078627977968927,114.4,.29079998,.0098000001,.00040000002,35.51963860397759,0
0,50,57,0,1.4,4.4000001,.1321080227066866,1.145873917427119,73.800003,.073800005,0,0,35.51963860397759,0
0,53,57,0,1,4,0,,,0,.0055,.0024999999,35.51963860397759,0
0,56,57,0,12,52.200001,.8669231876927406,4.356921092806093,1501.4,1.5014,.1318,.0104,35.51963860397759,0
0,3,58,0,4,7.4000001,.1028054043174281,.6350789618310195,21.6,.021600001,.00020000001,.00060000003,4.796113430756249,0
0,4,58,0,2,1.5,0,.4085602349529897,17.200001,.032000002,.00040000002,0,4.796113430756249,0
0,5,58,0,7.6,11.8,.0492580119200393,1.60649097156484,506.20001,.79299998,.0060000001,.0026,4.796113430756249,0
0,6,58,0,12.2,22.4,.7616371587463553,2.016029611966364,338.79999,.33879998,0,0,4.796113430756249,0
0,8,58,0,16,43,1.553634750407209,4.507573859231089,600.59998,.60620004,.0034,.00060000003,4.796113430756249,0
0,12,58,0,1.6,9.3999996,.0278968116903997,.6424633689047493,109.2,.1322,.2766,.0044,4.796113430756249,0
0,13,58,0,15.6,78.199997,3.776925214046975,4.683152388166854,292.39999,.32160002,1.7078,.048999999,4.796113430756249,0
0,15,58,0,13.6,65.599998,1.689614561043725,6.032694865679505,659,.6652,.18280001,.0058000004,4.796113430756249,0
0,17,58,0,10.8,19.4,.734928761758474,2.438388552370212,298.39999,.44679999,.021399999,.0041999999,4.796113430756249,0
0,18,58,0,4,2.2,.0025262302829173,.5373895377051415,44.400002,.086800002,0,0,4.796113430756249,0
0,20,58,0,.6,.80000001,0,.0715638882189739,23,.025,.0096000005,.00020000001,4.796113430756249,0
0,22,58,0,8.4,22.799999,.1600829560605858,1.832033595182457,1142.4,1.804,.0060000001,.0026,4.796113430756249,0
0,23,58,0,6.4,5.5999999,.0657103369757509,.9898841220235727,203.39999,.43020001,.0027999999,.0014,4.796113430756249,0
0,24,58,0,14,7.8000002,.1365745811224557,2.165326576245209,373,.51160002,.0018,.00020000001,4.796113430756249,0
0,25,58,0,3,11,0,,46,.059,.07,.0022,4.796113430756249,0
0,26,58,0,0,.80000001,2.387112951292523,3.377398936062308,633.40002,.63340002,0,0,4.796113430756249,0
0,27,58,0,2,3.5999999,.037341004217444,.3488672095811365,45.599998,.0634,0,0,4.796113430756249,0
0,28,58,0,0,,0,,14.333333,.014333333,.0016666666,0,4.796113430756249,0
0,29,58,0,1.6,1.4,.0078096656513736,1.249831009622302,31.799999,.086400002,0,0,4.796113430756249,0
0,31,58,0,28,66,.6961240441823873,2.048070536578972,644.40002,.68220001,.3184,.018999999,4.796113430756249,0
0,32,58,0,20.4,35.200001,1.175192241237067,4.103566984934167,694.40002,1.1216,.28779998,.022200001,4.796113430756249,0
0,33,58,0,0,,.001929656607405,.0484332784880842,83.400002,.092599995,0,0,4.796113430756249,0
0,34,58,0,1,3.8,.0064997598305575,.4501834715847452,15.6,.034400001,0,0,4.796113430756249,0
0,36,58,0,4.8,4.5999999,.0527524032774544,.9342252296700259,71.800003,.095399998,.0027999999,.0014,4.796113430756249,0
0,37,58,0,16,86,4.044938299389456,3.519155410111701,161.39999,.186,5.1550002,.17539999,4.796113430756249,0
0,38,58,0,0,,.0365108967225118,.3768444410726735,62,.061999999,.022399999,.00060000003,4.796113430756249,0
0,39,58,0,5.8,16.4,.2814207877168219,1.36018003068988,430.20001,.43020001,.1778,.0074,4.796113430756249,0
0,41,58,0,0,,0,.1408895690632481,0,.0154,0,0,4.796113430756249,0
0,42,58,0,2.4,2,0,.2945676568405897,,0,.0068000001,0,4.796113430756249,0
0,44,58,0,5.8,10.6,.0998697438389239,1.079991685272186,144.60001,.192,.0060000001,.0026,4.796113430756249,0
